48
0	0	1	2855	-2855	1445.0	10
0	0	2	1903	-2855	1445.0	10
0	0	3	950	-2855	1445.0	10
0	0	4	0	-2855	1445.0	10
0	0	5	-950	-2855	1445.0	10
0	0	6	-1900	-2855	1445.0	10
0	0	7	-2855	-2855	1445.0	10
0	0	8	2855	-1900	1445.0	10
0	0	9	1903	-1900	1450.0	8
0	0	10	950	-1900	1450.0	8
0	0	11	0	-1900	1450.0	8
0	0	12	-950	-1900	1450.0	8
0	0	13	-1900	-1900	1450.0	8
0	0	14	-2855	-1900	1445.0	10
0	0	15	2855	-950	1445.0	10
0	0	16	1903	-950	1450.0	8
0	0	17	950	-950	1450.0	8
0	0	18	0	-950	1450.0	8
0	0	19	-950	-950	1450.0	8
0	0	20	-1900	-950	1450.0	8
0	0	21	-2855	-950	1445.0	10
0	0	22	2855	0	1445.0	10
0	0	23	1903	0	1450.0	8
0	0	24	950	0	1450.0	8
0	0	25	0	0	1450.0	8
0	0	26	-950	0	1450.0	8
0	0	27	-1900	0	1450.0	8
0	0	28	-2855	0	1445.0	10
0	0	29	2855	950	1445.0	10
0	0	30	1903	950	1450.0	8
0	0	31	950	950	1450.0	8
0	0	32	0	950	1450.0	8
0	0	33	-950	950	1450.0	8
0	0	34	-1900	950	1450.0	8
0	0	35	-2855	950	1445.0	10
0	0	36	2855	1900	1445.0	10
0	0	37	1903	1900	1450.0	8
0	0	38	950	1900	1450.0	8
0	0	39	0	1900	1450.0	8
0	0	40	-950	1900	1450.0	8
0	0	41	-1900	1900	1450.0	8
0	0	42	-2855	1900	1445.0	10
0	0	43	2855	2855	1445.0	10
0	0	44	1903	2855	1445.0	10
0	0	45	950	2855	1445.0	10
0	0	46	0	2855	1445.0	10
0	0	47	-950	2855	1445.0	10
0	0	48	-2326	2855	1450.0	8
